split,index,label,text_preview,response,analysis
train,101,0,"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far...",No,no
train,332,0,Rand Paul: We Must Demilitarize the Police The shooting of 18-year-old...,No,no
train,371,0,Remarks by the President on Increasing Oversight on Manipulation in Oil...,Yes,yes
train,214,0,U.S. Senate: U.S. Senate Roll Call Votes 105th Congress Use this guide to...,No,no
train,112,0,Remarks by President Trump in a Listening Session on Healthcare Roosevelt...,Yes,yes
train,229,1,International Arrest Warrant Issued for George Soros George Soros—the...,No,no
train,301,1,Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and...,No,no
train,142,0,Remarks by the President at the Associated Press Luncheon Marriott Wardman...,Yes,yes
train,3,0,Sasse Statement on Trade War U.S. Senator Ben Sasse issued the following...,No,no
train,81,0,NRA President David Keene Rejects White House Gun Control Approach | PBS...,Yes,yes
train,368,0,"Sale of the Etch A Sketch Brand In February of 2016, we announced the sale of...",No,no
train,174,0,Laura Ingraham wrongly says claim that 90% support for gun background checks...,No,no
train,351,0,Donald Trump Sets Conditions for Defending NATO Allies Against Attack...,No,no
train,79,1,Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim...,No,no
train,110,1,Mental Images — Alison Jackson Mental Images “My pictures ask where does the...,No,no
train,172,0,Barack Obama says Mitt Romney condemned coal-fired power plants as killers...,No,no
train,373,0,"Remarks by the President on the Economy -- Knox College, Galesburg, IL Knox...",Yes,yes
train,365,1,Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession...,No,no
train,194,1,Bumble Bee Foods charged after man cooked with tuna The Bumble Bee tuna...,No,no
train,49,1,Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War The...,No,no
train,183,1,Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek...,No,no
train,176,0,Kerry-McCain: Welcome To Massachusetts! Email this Page To: Multiple...,No,no
train,309,1,Melania Trump undergoes kidney surgery at Walter Reed medical center (CNN)...,No,no
train,135,0,"Debbie Wasserman Schultzさんのツイート: "".@JebBush a flip-flop-flip on immigration?...",No,no
train,22,1,"Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱 Claro, muy...",No,no
train,235,0,"The Democratic Debate in Cleveland MR. WILLIAMS: Senator Clinton, we're here...",No,no
train,274,0,dscc YouTube をでご覧いただいています。 この設定は下で変更 できます。,No,no
train,63,0,Did Bernie Sanders vote against background checks and waiting periods for gun...,No,no
train,193,0,NPC Luncheon with Eric Holder Attorney General Eric Holder delivered remarks...,No,no
train,40,0,"McCain touts 'Gang of 14,' immigration reform 11 years ago John McCain touted...",Yes,yes
train,282,0,Remarks by the President on the American Jobs Act Scranton High School...,No,no
train,150,1,Target to Discontinue Sale of Holy Bible Target to Discontinue Sale of Holy...,No,no
train,321,0,"'This Week' Transcript: Rep. Paul Ryan AMANPOUR (voice-over): This week,...",No,no
train,316,0,"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign...",No,no
train,185,0,"'This Week' Transcript: Kaine and Steele TAPPER: Hello again. Joining me now,...",No,no
train,295,0,"Notice: Data not available: U.S. Bureau of Labor Statistics Notice Wednesday,...",No,no
train,98,1,WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN...,No,no
train,35,1,"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This...",Yes,yes
train,23,1,Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he...,No,no
train,116,1,Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had” Mike...,No,no
train,148,1,Bientôt de retour DÉSOLÉ SORRY LE SITE INTERNET REVIENT DANS LES PLUS BREFS...,No,no
train,329,0,"""New Energy"" Ad 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,363,0,Remarks by the First Lady on What Health Insurance Reform Means for Women and...,Yes,yes
train,51,0,"Harry Reid Says GOP Should ""Stop Crying"" About Reconciliation (AP Photo/Pablo...",No,no
train,340,0,"Leonard Lance claims federal tax code contains 4 million words, is 7 times as...",No,no
train,372,0,"AUTOS: The Dinosaur Hunter If you check the ""Remember me"" box, you will be...",No,no
train,232,0,"The Texas Unmiracle In June 2011, the Texas unemployment rate was 8.2...",No,no
train,186,1,"Oprah Winfrey: The Butler, racism and Obama Video American broadcaster and...",No,no
train,83,0,Remarks by the President on Oil and Gas Subsidies Rose Garden 11:00 A.M. EDT...,No,no
train,189,0,Rand Paul Campaigns in Iowa for Miller-Meeks 自動再生...,No,no
train,181,0,"Democratic debate: Bernie Sanders really isn't as ""socialist"" as President...",No,no
train,107,0,"Barack Obama’s Remarks in St. Paul And, tonight, I also want to thank the men...",Yes,yes
train,136,1,Head Of NFL Fines Steeler Teammates $1 MILLION Each! BREAKING: NFL Fines...,No,no
train,36,1,ICE removal key goal of Democrats in 2020 election The Democrats mulling a...,No,no
train,87,0,McCain: McSame as Bush 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,273,1,JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust Former US President...,No,no
train,376,1,"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem...",No,no
train,310,0,"DNC TV AD: ""Trapped"" 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,236,0,Impact of Senator Obama's Tax Proposals as Described by Economic Advisors on...,No,no
train,314,0,TSA: Frequently Asked Questions Frequently Asked Questions Advanced Imaging...,No,no
train,138,0,Administration Is Seeking $700 Billion for Wall Street With Congressional...,No,no
train,285,0,Remarks by the President at AFL CIO Labor Day Picnic THE WHITE HOUSE Office...,Yes,yes
train,354,0,'This Week' Transcript: Hillary Clinton (BEGIN VIDEO CLIP) AMANPOUR (voice-...,No,no
train,166,0,Bureau of Labor Statistics Data Series Id: CES4244100001 Seasonally Adjusted...,No,no
train,28,0,Rep. Ross: We need to get government running again I came to Washington to...,No,no
train,117,0,"Joni Ernst ""Promises"" Ad 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,367,0,"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national...",No,no
train,161,0,REMARKS BY THE PRESIDENT AND FIRST LADY AT A CAMPAIGN EVENT 1:05 P.M. EDT...,Yes,yes
train,205,0,SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama...,Yes,yes
train,137,0,Nexis®: Sign In Note: Personal data with respect to individual users of the...,No,no
train,33,0,"As Americans Save Money, their Government Spends with Reckless Abandon As...",No,no
train,108,0,"Hillary Clinton Remarks at National Urban League Conference by July 31, 2015...",No,no
train,291,0,"The Gingrich Tragedy Though his ideas stray, his most common theme is that...",No,no
train,359,1,"The CNN porn scare is how fake news spreads Last night, a twitter account by...",No,no
train,255,1,White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months...,No,no
train,202,1,"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of...",No,no
train,234,0,The Voter's Self Defense System Thank You! You are about to be redirected to...,No,no
train,73,1,President Trump Underscores US-Jamaica Relations President Trump Underscores...,No,no
train,335,1,URGENT: proposed law would charge protesters with terrorism A version of this...,No,no
train,374,0,'This Week' Transcript: Target Libya (BEGIN VIDEO CLIP) AMANPOUR (voice-...,No,no
train,126,0,Obama Criticizes McCain on Lobbyists 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,275,1,Fox News accidentally puts up a poll graphic that shows how they are the...,No,no
train,134,1,Wife of Las Vegas massacre victim: ‘He saved my life and lost his’ A nurse...,No,no
train,219,0,Morgan Griffith says EPA treats milk spills same way as oil spills U.S. Rep....,No,no
train,204,0,Cain said food stamp program use up under Obama With the fire of a Baptist...,Yes,yes
train,324,1,The numbers don't lie... - Occupy Democrats 移動: このメニューを開くには、 alt と / を同時に押してください,No,no
train,296,0,"HillaryClinton.com Twice in One Day: Senator Obama Tries Rewriting History,...",No,no
train,70,0,"This Labor Day, we need protests This website is no longer actively...",No,no
train,260,1,Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book...,No,no
train,252,1,Sid Miller 移動: このメニューを開くには、 alt と / を同時に押してください,No,no
train,46,1,BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House BUSTED:...,No,no
train,24,1,How Donald Trump Lost the 'War on Christmas' U.S. President Donald Trump has...,No,no
train,56,1,Texas church shooter was a militant atheist Texas church shooter Devin Kelley...,No,no
train,78,0,Expanding Opportunity — #KempForum16 Expanding Opportunity — #KempForum16...,No,no
train,349,0,CQ Vote Studies Congressional Quarterly has studied the voting behavior of...,No,no
train,348,1,"Lady Gagaさんのツイート: "".@MELANIATRUMP to say u will stand for ""anti-bullying"" is...",No,no
train,32,0,"New York Officials Welcome Immigrants, Legal or Illegal The politics of...",No,no
train,197,1,Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’...,No,no
train,195,0,"He says universal, but it's no guarantee Under attack at a recent debate from...",Yes,yes
train,239,0,"Nancy Pelosi, Wicked Witch of the West 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,128,0,"U.S. considers 3,000 more troops for Afghanistan WASHINGTON (Reuters) -...",No,no
train,5,0,Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental...,No,no
train,58,0,Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch Thank...,No,no
train,306,0,'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers A rush...,No,no
train,196,0,Hillary Clinton says guns exceed next nine categories as leading cause of...,No,no
train,164,0,"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership...",No,no
train,304,0,"Crist has experience to be vice president, McCain says Fill out this form to...",No,no
train,294,1,Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That...,No,no
train,75,0,"Romney For President Launches New Television Ad, ""Remember"" Romney For...",No,no
train,364,0,"Donald Trump featured in new jihadist recruitment video Last month, The...",No,no
train,317,0,Summary of the Affordable Care Act Patient Protection and Affordable Care Act...,No,no
train,319,1,Former presidents walk fine line in Trump’s America George W. Bush has lobbed...,No,no
train,0,1,"Inside a Fake News Sausage Factory: ‘This Is All About Income’ In Tbilisi,...",No,no
train,244,0,H.R.1025 - 103rd Congress (1993-1994): Brady Handgun Violence Prevention Act...,No,no
train,184,0,Bureau of Labor Statistics Data Change Output Options: From: 1939 1940 1941...,No,no
train,224,0,Full text: Jeff Flake on Trump speech transcript...,No,no
train,245,1,Computer Models Show IRMA Destroying New York City On Sept. 10 All 5 Boroughs...,No,no
train,67,1,BREAKING: Laura Ingraham Just Fired!! Latest News BREAKING: They Got Him!! 5...,No,no
train,362,0,All Nobel Peace Prizes The Nobel Peace Prize has been awarded 99 times to 133...,No,no
train,270,1,British Politician Beaten by Protestors for 'Welcoming Trump to the UK'...,No,no
train,45,0,Statement by the President Rose Garden 5:35 P.M. EDT MR. BARDEN: Hello. My...,Yes,yes
train,129,1,Rice told investigators why she unmasked Trump aides Washington (CNN) Former...,No,no
train,233,1,“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”...,No,no
train,27,0,"""One Hundred Percent"" by Club for Growth Action YouTube をでご覧いただいています。...",No,no
train,222,0,"Key Facts: Race, Ethnicity and Medical Care The Kaiser Family Foundation’s...",No,no
train,160,0,"Warren Buffett says the super-rich pay lower tax rates than others The ""mega-...",Yes,yes
train,76,0,Democratic Leaders Say House Democrats Are United Against GOP Default Act...,No,no
train,215,0,3/8/14 Sen. Rob Portman (R-OH) delivers Weekly GOP Address on American jobs...,No,no
train,163,1,"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE &...",No,no
train,237,1,"Snopes Paid to Push ‘Propaganda’ by Facebook, Former Editor Reveals Snopes...",No,no
train,155,0,"Most heroin in U.S. now comes across Mexican border, Rob Portman says ""We...",No,no
train,50,0,Remarks by the President on a New Strategy for Afghanistan and Pakistan...,No,no
train,39,1,Miley Cyrus: ‘Donald Trump Is a F–king Nightmare’ Donald Trump took a major...,No,no
train,95,0,"Obama for America TV Ad: ""Firms"" 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,259,1,Ohio student suspended for staying in class during National Walkout Day An...,No,no
train,41,0,"Crime in Chicago: Explore your community Peter Nickeas, a 28-year-old...",No,no
train,298,0,Iraq pullout could create chaos WASHINGTON — U.S. troops could withdraw from...,No,no
train,199,0,"Just In The Hill 1625 K Street, NW Suite 900 Washington DC 20006 |...",No,no
train,280,1,"Over 30,000 Graduates, Including Scientists, Claim Global Warming NOT Caused...",No,no
train,246,1,"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST...",No,no
train,153,1,"A fake photo of Emma González went viral on the far right, where Parkland...",No,no
train,82,0,PolitiFact’s annotated transcript of the second presidential debate...,No,no
train,369,0,"Briefing by White House Press Secretary Robert Gibbs, 9/10/09 THE WHITE HOUSE...",Yes,yes
train,4,0,"Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now Good afternoon,...",No,no
train,251,1,Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man;...,No,no
train,92,0,Executive Order Protecting the Nation from Foreign Terrorist Entry into the...,Yes,yes
train,212,0,"Louise Slaughterさんのツイート: ""By 4th grade, 86 percent of African American boys...",No,no
train,206,0,Transcript of AP interview with Trump A transcript of an Oval Office...,No,no
train,265,0,by Mark Halperin A fact sheet on Senator Obama's plan to protect consumers is...,No,no
train,61,0,"McCain-Palin 2008 John McCain's Acceptance Speech By John McCain September 5,...",Yes,yes
train,14,0,"Barack Obamaさんのツイート: """"Since Newtown, more people have died at the end of a...",No,no
train,209,1,Keanu Reeves Shook The World With Another POWERFUL Message Sign up for your...,No,no
train,145,0,Encounters With 'Regular Guy' Fred Thompson -- New York Magazine Photo:...,No,no
train,20,0,U.S. Senate: Supreme Court Nominations: present-1789 89-7 No. 242 (for...,No,no
train,21,1,Malia Obama Arrested With A Gang Of Thugs In Chicago Malia Obama may have...,No,no
train,187,0,"For Education Secretary, Stimulus Means Dollars and Risk Expectations are...",No,no
train,124,1,BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs Liberal...,No,no
train,17,0,America's Enduring Strength 移動: このメニューを開くには、 alt と / を同時に押してください,No,no
train,299,0,CPAC 2013 - Former Governor Sarah Palin (R-AK) YouTube をでご覧いただいています。...,No,no
train,284,0,Breaking down barriers for African Americans Breaking down barriers for...,No,no
train,254,1,112-Year-Old Voters in North Carolina? Early voting began in North Carolina...,No,no
train,262,0,"""Give Me a Break"" Americans Against Food Taxes TV Ad 2011 自動再生...",No,no
train,261,0,Palin-Huey 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,168,1,JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS Workers in New...,No,no
train,121,0,"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to...",No,no
train,377,0,Transcript: NPR's Full Interview With Sen. Marco Rubio Transcript: NPR's Full...,No,no
train,42,0,The full transcript of the third presidential debate Here is a complete...,No,no
train,241,1,Pope Francis To Followers: “Koran And Holy Bible Are The Same” Sincerely...,No,no
train,220,1,Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia...,No,no
train,228,0,Pledge of Allegiance E-mail Pledge of Allegiance E-mail The following is the...,No,no
train,297,1,Denzel Washington hit by Facebook fake news story on Trump A fabricated news...,No,no
train,54,1,"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes The Alabama...",No,no
train,328,1,Pope Calls for World Wide Gun Confiscation Except for the UN If there was any...,No,no
train,337,0,H.R.6060 - 109th Congress (2005-2006): Department of State Authorities Act of...,No,no
train,315,0,"Let’s Not Be Civil Last week, President Obama offered a spirited defense of...",No,no
train,182,1,Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria — Exclusive...,No,no
train,345,0,The Obameter: Introduce a comprehensive immigration bill in the first year...,No,no
train,102,1,MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US…. 118 SHARES Share...,No,no
train,171,1,Donald Trump to issue an executive order to ban Facebook across US Year 2017...,No,no
train,323,0,Obama Demands Investigation into Subprime Loan Discrimination Obama Demands...,No,no
train,225,0,Rebooting: You and your doctor under Obamacare About This Show From the...,No,no
train,272,1,"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress...",No,no
train,132,0,"If Democrats Lose, Blame These Guys Kyle Kondik is managing editor of...",No,no
train,115,1,DEA Just Raided A United States Senator __________________ To view links or...,No,no
train,30,0,"Obama’s Remarks at the White House Health Care Forum Well, let me be clear:...",Yes,yes
train,331,0,"GOP Task Force, Lone Democrat Eye Trafficking Law Aury Terriquez, left, 6,...",No,no
train,379,0,"""On and On"" 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画",No,no
train,292,1,Spicer: “Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His...,No,no
train,86,1,Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women...,No,no
train,257,0,TPMtv Extra: South Carolina Ronald Reagan Debate 自動再生...,No,no
train,380,1,Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’...,No,no
train,141,0,Mike Huckabee: Fried Squirrel Out of a Popcorn Popper 自動再生...,No,no
train,256,0,Change We Can Believe In Remarks of Senator Barack Obama: The Past Versus the...,Yes,yes
train,243,1,Broward County Sheriff Fired For Lying About Parkland Broward County Sheriff...,No,no
train,266,0,Inquiry Sought in Hillary Clinton’s Use of Email The revelations about how...,No,no
train,1,1,Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-...,No,no
train,18,0,"Department of Homeland Security Appropriations Act, 2007 (2006; 109th...",No,no
train,286,1,Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard The U.S....,No,no
train,366,1,"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras...",No,no
train,179,0,"Library of Congress Senate Committee Any Committee Agriculture, Nutrition,...",No,no
train,201,1,"The Legislative Process ""All Legislative Powers herein granted shall be...",No,no
train,8,0,"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's...",No,no
train,84,0,Obama’s Prime-Time Press Briefing And that is why the single most important...,No,no
train,162,0,Barack Obama Challenges John McCain To Duel Over Taxes 自動再生...,No,no
train,131,0,"No, We Can’t? Or Won’t? Excuse No. 2: Fear the bond market. Two years ago The...",No,no
train,60,0,Donald Trump exaggerates when he says China has 'total control' over North...,No,no
train,356,0,Laws Affecting Reproductive Health and Rights: 2013 State Policy Review by...,No,no
train,283,1,Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers...,No,no
train,203,1,"Trump on Revamping the Military: We’re Bringing Back the Draft COSTA MESA,...",No,no
train,311,1,Bill Gates Outlines 2018 Plan To Depopulate The Planet Bill Gates has doubled...,No,no
train,288,0,Local News Headlines Hawaii If you want to do business with Miller...,No,no
train,146,0,Op-ed by President Obama: President Obama Reflects on the Impact of Title IX...,No,no
train,200,0,Mourning in America 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,62,0,Strong Words in Ohio as Obama and Clinton Press On Mr. Obama often boxes...,No,no
train,147,0,Q&A: Did slaves build the White House? Construction on the President's House...,No,no
train,104,0,U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress Use this guide to...,No,no
train,48,1,UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling...,No,no
train,267,0,More Czars Than the Romanovs Meet Obama's Czars With the Obama...,No,no
train,167,1,Pier 39 Terrorist Was an Anti-Trump Antifa Supporter Muslim convert and...,No,no
train,344,1,Wilmington Regional Film Commission LOCATION. LOCATION. LOCATION. Since the...,No,no
train,90,0,U.S. Army's Involvement in Motorsports You have items in your cart,No,no
train,188,0,"Remarks by the President on Comprehensive Immigration Reform in El Paso,...",No,no
train,105,0,Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll...,No,no
train,325,0,There’s another choice There’s another choice Gov. Gary Johnson Blocked...,Yes,yes
train,360,1,"South African firm ordered to lay off 3,389 white employees A South African...",No,no
train,25,0,"Senator Schumer on 2014 Midterm Elections November 25, 2014...",No,no
train,300,0,"McCain, Obama go head to head in last debate HEMPSTEAD, New York (CNN) --...",Yes,yes
train,103,1,United Airlines Flight Attendant Slaps Crying Baby During Flight During a...,No,no
train,170,0,Remarks by the President on the Resurgence of the American Auto Industry...,No,no
train,333,0,"What OFA Has Accomplished, And The Fight Ahead What OFA Has Accomplished, And...",No,no
train,173,1,Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play...,No,no
train,339,0,Obama Promises Abortion in Public Plan 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,330,1,Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends...,No,no
train,68,0,"Everything you need to know about the drone debate, in one FAQ This is well...",No,no
train,343,1,"3,000-Pound Great White Shark Captured in Great Lakes 218.9k SHARES Share...",No,no
train,158,0,Missing Teen-Ager Found in New Jersey A Connecticut teen-ager who was missing...,No,no
train,165,1,Frequently Asked Questions Frequently Asked Questions History Access/FOIA...,No,no
train,320,1,Keanu on Trump travel ban: ‘just terrible’ At the Los Angeles premiere of...,No,no
train,326,1,BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST...,No,no
train,59,0,What Carly is doing tonight What Carly is doing tonight Carly Fiorina Blocked...,No,no
train,31,0,"Penniless California issues IOUs to firms, clinics, taxpayers and students...",No,no
train,249,1,"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says...",No,no
train,9,1,"Student Hasn't Stopped Filming Since Florida School Shooting David Hogg, a...",No,no
train,253,0,Rockefeller: An Opportunity We Cant Pass Up Rockefeller: An Opportunity We...,No,no
train,154,1,"Last in Queen Elizabeth II's line of corgis dies, says British press London...",No,no
train,139,1,Oscar Pistorius Attempts To Commit Suicide The former Paralympic athlete...,No,no
train,109,0,"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester...",Yes,yes
train,271,0,"Rep. Vern Buchananさんのツイート: ""Think Wimbledon tickets are expensive? Our...",No,no
train,378,0,"Politics, Policy, Political News The POLITICO Mag Profile Meet the...",Yes,yes
train,6,0,"Health Reform Carries Heavy Price, Insurers Claim Support the kind of...",No,no
train,352,0,The Return of the Viral Email Viewing this video requires Adobe Flash Player...,No,no
train,69,0,"Public Campaign Action Fund TV Ad: The McCain File On Monday, June 9, 2008,...",No,no
train,230,0,Interest Group Ratings Social Issues 2006 Senator Obama supported the...,No,no
train,11,0,House GOP Introduces Keep Terrorists Out of America Act House GOP Introduces...,No,no
train,96,0,Topic A: How Can President Obama Regain His Political Footing? With polls...,No,no
train,347,1,Attorney General Sessions Statement on Recusal Attorney General Jeff Sessions...,Yes,yes
train,357,0,John McCain YouTube をでご覧いただいています。 この設定は下で変更 できます。,No,no
train,342,0,United States Senator Jim DeMint A day after the Senate adjourned for Easter...,No,no
train,211,0,Marco Rubio says Ted Cruz voted for defense cuts in Rand Paul's budget...,No,no
train,207,0,IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt...,No,no
train,353,0,"Employment, Hours, and Earnings from the Current Employment Statistics survey...",No,no
train,242,0,Text - H.R.2122 - 106th Congress (1999-2000): Mandatory Gun Show Background...,No,no
train,7,0,Remarks by the President at GOP House Issues Conference The White House...,No,no
train,361,0,CHIP Enrollment: June 2011 Data Snapshot This data snapshot provides the...,No,no
train,313,0,Public Views on Health Care Overhaul Top Week's News Support the kind of...,No,no
train,277,0,The Wave 自動再生 自動再生を有効にすると、関連動画が自動的に再生されます。 次の動画,No,no
train,127,0,"Jim DeMintさんのツイート: ""House Appropriations Chair David Obey's partial earmark...",No,no
train,318,0,Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act...,Yes,yes
train,159,1,"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The...",No,no
train,305,1,Mother Issues Warning to Parents After Watching Her Baby Boy Die Within...,No,no
train,122,1,"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK President...",No,no
train,152,0,Israel should welcome Rouhani's election victory Such a reaction would be...,No,no
train,156,0,Resource Not Available The page you requested cannot be found at this time....,No,no
train,100,0,‘Americans need to stand together’: Hillary Clinton’s remarks following the...,No,no
train,19,1,CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF...,No,no
train,278,0,Remarks by the President on Responsible Homeownership Desert Vista High...,Yes,yes
train,37,1,State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can...,No,no
train,322,0,"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle...",No,no
train,143,0,"John McCain for President For Immediate Release July 15, 2008 Contact: Press...",Yes,yes
train,74,0,Obama knows his way around a ballot -- chicagotribune.com MAKING OF A...,No,no
train,307,0,U.S. Senate: U.S. Senate Roll Call Votes 110th Congress Use this guide to...,No,no
train,80,1,Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank...,No,no
train,248,1,Australia Becomes First Country To Begin Microchipping Its Citizens It is...,No,no
train,77,1,"First family visits D.C. shelter, highlights homeless veterans’ plight...",No,no
train,177,0,It’s Time for the Senate to Do Its Job It’s Time for the Senate to Do Its Job...,No,no
train,99,0,"Shields and Gerson on Cabinet Noms, Gun Laws, Boehner's Leadership | PBS...",Yes,yes
train,64,1,Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention” Whoopi Goldberg...,No,no
train,191,1,Trump Orders 13 Obama Deep State Operatives Arrested For Treason Fact Check...,No,no
