split,index,label,text_preview,response,analysis
train,6482,1,"Prince Harry and Meghan Markle Want Babies “Right Away” Reports say ""she’ll...",No,no
train,7517,0,Princess Charlotte's First Day of School Photos Are the Most Adorable...,No,no
train,2340,0,Amber Tamblyn Recalls Being Told to Lose Weight After ‘Sisterhood of the...,No,no
train,4339,0,East Coast–West Coast hip hop rivalry The East Coast–West Coast hip hop...,No,no
train,2287,1,Lamar Odom’s GF Slams Blac Chyna For Partying Amidst Rumors Kardashian Exes...,No,no
train,4040,1,Kim Kardashian Insisted a Sick Kanye West Go to Hospital After Saint's...,No,no
train,9197,1,"Black America’s ‘bleaching syndrome’ For black Americans, skin color is a...",No,no
train,8830,1,Ben Affleck looking for family friendly role Ben Affleck wants to take on...,No,no
train,4304,1,"Blake Shelton, Gwen Stefani Talk 'Hookup' on 'The Voice' You learn something...",No,no
train,9577,0,"'Jersey Shore: Family Vacation' season 2 teaser features drama, babies, and...",No,no
train,7019,0,JFK's Grandson Jack Schlossberg: 5 Things to Know About the Rising Star of...,No,no
train,9560,0,Gracie Phillips reveals her dad is Lou Diamond Phillips She's been a model...,No,no
train,6543,0,Can Drake stop trying to control women’s sexuality? With the impending...,No,no
train,5930,0,Hot Mama! Pregnant Khloé Kardashian Strips Down and Gets in Bed with Tristan...,No,no
train,3593,0,Kerry Washington Loves Being Part of the Pixar Family Even If Her Kids “Don’t...,No,no
train,2266,0,Jeff Goldblum Reveals His Mom's Terrified Reaction to His Infamous Death Hoax...,No,no
train,8348,1,Insecure Ben Stiller’s Extreme Paranoia Leads To Divorce Click to share on...,No,no
train,8085,0,Arya Stark Character in A Song of Ice and Fire Arya Stark is a fictional...,Yes,yes
train,1489,0,Watch Lady Gaga FaceTime with Prince William About Mental Health Lady Gaga...,No,no
train,771,0,Serena Williams enjoys a pre-wedding party with Venus Serena Williams...,No,no
train,1796,0,Gisele and Tom Brady Are Twinning in Matching Suits The Image Direct Gisele...,No,no
train,2504,0,Dennis Quaid to Play George W. Bush in Katrina: American Crime Story It...,No,no
train,2621,0,"Emmys 2017 worst-dressed: Ariel Winter, Heidi Klum, Reese Witherspoon and...",No,no
train,6916,0,Joel Kinnaman Spent 2 Days ‘Buck Naked’ Covered In Goo For Sci-Fi Series...,No,no
train,9771,0,Yara Shahidi Says the Fanny Pack Is a Millennial Must-Have Error message...,No,no
train,1040,1,Kim Kardashian and Kanye West look happier than ever She resolved to 'be more...,No,no
train,6304,0,"Mohamed Hadid For the Iraqi minister, see Mohammed Hadid Mohamed Anwar Hadid...",No,no
train,6252,0,Madonna Makes Her 'Stand-Up Debut' Alongside Amy Schumer at N.Y.C.'s Comedy...,No,no
train,9763,1,Kylie Jenner ‘Struggling With Pregnancy Food Cravings’ During The Holidays:...,No,no
train,7668,0,"Seronok Kabar: Jay Cutler Tells Kristin Cavallari to ""Fire"" Some of Her...",No,no
train,8669,1,"Kristen Stewart and Robert Pattinson, 5 Years Later: How They Bounced Back...",No,no
train,4119,0,The Real Housewives of New Jersey New Jersey-based reality television series...,Yes,yes
train,9064,0,The Top 20 Best Justin Timberlake Songs of All Time To find longevity as an...,No,no
train,188,1,"Lindsay Lohan Offered Role Of Teenager’s Mom Is Fake News IMDb.com, Inc....",No,no
train,1876,1,Emma Stone wears red hot swimsuit while relaxing with eligible bachelor...,No,no
train,8797,0,JAY-Z Reveals He Cried When His Mother Came Out to Him: 'I Was So Happy for...,No,no
train,4371,0,Tom Hanks Speaks Out on Harvey Weinstein Claims The beloved actor spoke to...,No,no
train,5573,1,How Brad Pitt Emerged From His Split With Angelina Jolie Better Than Ever He...,No,no
train,1827,0,Amber Heard And Elon Musk Aren't Dating Anymore (UPDATE) “Having read recent...,No,no
train,4808,1,"Lady Gaga, Taylor Kinney Split After Five Years Together Lady Gaga and Taylor...",No,no
train,7123,1,Paris Jackson Is 'Focusing on Her Film and Modeling Career' With New Dark...,No,no
train,2591,0,Jennifer Lawrence: Harvey Weinstein Is a “Horrible Ass Boil” Jennifer...,No,no
train,7433,0,Beyoncé will star in Disney’s live-action remake of The Lion King Jon...,No,no
train,53,0,'Total Bellas' Season 3 Premiere Offered Glimmers of Hope for John Cena &...,No,no
train,4315,0,Jimmy Kimmel: Why He Ignored Weinstein Scandal – Variety After receiving...,No,no
train,8201,0,Jennifer Lawrence is arm-in-arm with David O Russell in NYC Jennifer Lawrence...,No,no
train,2927,0,Miley Cyrus's parents divorcing after 19 years of marriage Miley Cyrus's...,No,no
train,8317,1,'KUWTK' Recap: Kris Jenner Is in Denial About O.J. Simpson's Parole Drama all...,No,no
train,1743,0,25 Dog Gifts For Spoiled Dogs Who LOVE Their Humans (For 2019!) Post updated...,No,no
train,4889,0,Shania Announces 2018 NOW Tour In what promises to be one of the most...,No,no
train,9847,0,Ray J and Princess Love Are Expecting Their First Child A dream come true!...,No,no
train,3258,0,79 Marvel Cinematic Universe Stars Unite for One Epic Class Photo In October...,No,no
train,9873,1,"Milo Ventimiglia on Jack's 'This Is Us' death, Mandy Moore's reaction Get the...",No,no
train,6126,0,Trailer Watch: Friendships Are At Stake in Season 6 of “Orange Is the New...,No,no
train,2646,1,"Mike Flynn Offers to Testify in Exchange for Immunity Mike Flynn, President...",No,no
train,8837,0,Ashton Kutcher celebrates 'Bachelor in Paradise' return: 'I was concerned'...,No,no
train,8689,0,"Riverdale’s “The Tell-Tale Heart” explores the code of silence, to mixed...",No,no
train,9,0,"The Platinum Life's Crystal Smith Is Dragging Alycia Bella for ""Clowning""...",No,no
train,9813,1,Meghan Markle's parent's Tom and Doria's wedding revealed It could not be...,No,no
train,5310,0,Khloé Kardashian Has Allegedly Given Birth To A Baby Girl Amid Tristan...,No,no
train,8005,1,Jennifer Aniston warns Justin Theroux: stay away from Terry Richardson! The...,No,no
train,319,1,How Did Kendall Jenner & Blake Griffin Meet? Here's What We Know It's been a...,No,no
train,1832,1,Ryan Gosling and Eva Mendes Did Not Get Married [Updated] Update (September...,No,no
train,5947,0,Saturday Savings: Lupita Nyong’o’s $60 Faux Fur Jacket Is a Real Bargain...,No,no
train,5038,0,Terrell Owens Joins ‘Dancing With the Stars’ Season 25 – Variety Former NFL...,Yes,yes
train,3923,1,"John Heard dead: Celebrities pay tribute John Heard, an actor perhaps best...",No,no
train,949,0,Lea Michele and Ashley Tisdale Collab Ashley asked Lea to join her for a...,No,no
train,3946,0,Blake Shelton feels a 'stronger bond' with Gwen Stefani 'every day' Blake...,No,no
train,9295,0,These are all the Veterans Day weekend sales you need to know about The...,No,no
train,1290,1,What's going on with John Cena and Nikki Bella? A timeline The storybook...,No,no
train,1403,0,Lupita Nyong'o secretly went undercover in costume at Comic-Con Did you spot...,No,no
train,7962,0,"Aaron Carter Aaron Charles Carter[6] (born December 7, 1987)[6] is an...",No,no
train,1133,0,Jessie James Decker Catches Son Opening Christmas Gifts Early Somebody may...,No,no
train,8727,0,"You Know You Love It: 10 On-Set Secrets from Gossip Girl Hey, Upper East...",No,no
train,2060,0,Normani Compares Fifth Harmony's Indefinite Hiatus to Destiny's Child...,No,no
train,2103,0,Fox Apologizes After Robbie Williams Flips Off Camera During World Cup...,No,no
train,7787,0,Sophie Gradon’s BF Aaron Armstrong Found Dead Weeks After Her Tragic Death...,No,no
train,9007,1,Kylie Jenner gives birth: Travis Scott and Kylie baby details revealed Kylie...,No,no
train,2705,1,Katie Couric Reveals Whether She Would Return to Host the 'Today' Show When...,No,no
train,4342,1,Kim Kardashian plants a kiss on sweet son Saint at party They're known to...,No,no
train,8645,0,Everything to Know About 'American Horror Story' Season 8 Some two months...,No,no
train,6932,0,‘Outlander’ Sets Date For Claire-Jamie Reunion Episode Starz has set the date...,No,no
train,3470,0,Hollywood Waves HOW TO CREATE GLAM HOLLYWOOD WAVES Old Hollywood: it's the...,No,no
train,8835,0,Stranger Things Merchandise : Target Binge on the Target exclusive...,No,no
train,3295,0,Alicia Vikander Flashes Wedding Ring at First Appearance After Wedding to...,No,no
train,5107,1,Justin Bieber botches BST Hyde Park concert He's used to fans falling over...,No,no
train,6537,0,Halle Berry's Trainer Says She's Got The Body Of A 25-Year-Old (She's 51)...,No,no
train,6118,0,Watch Fergie Awkwardly Crash the Stage Not Once But Twice at Last Night’s...,No,no
train,7177,0,Annabelle Neilson Dead: ’Ladies of London’ Star Dies at 49 Ladies of London...,No,no
train,8479,1,"Duchess Style: Are You a Kate Middleton, Meghan Markle or Camilla Parker...",No,no
train,7397,0,The 9 Best Party Hotels in Los Angeles The Sunset Marquis has been a home...,No,no
train,1982,0,Miranda Kerr Flashes Her Wedding Ring at Moschino Fashion Show -- See the...,No,no
train,4061,0,15 Amazing Lightweight Foundation Alternatives For A Breezy Summer Season —...,No,no
train,3681,0,Chris Stapleton announces he and wife are expecting baby No. 5 Get the latest...,No,no
train,1049,0,"Sorry Bughead Fans, KJ Apa And Charles Melton Are 'Riverdale's Cutest Couple...",No,no
train,5539,0,Watch: Will Smith just did a ‘dad’ remake of his son Jaden Smith’s music...,No,no
train,344,0,The Surprising Ways Barron Trump’s White House Life Is Different From Other...,No,no
train,9638,0,Who will (and who should) win at the 2018 Emmy Awards CLOSE It's that time of...,No,no
train,9075,1,Colin Jost Calls Scarlett Johansson His Girlfriend on ‘Saturday Night Live’...,No,no
train,3770,1,Mariah Carey Reportedly Proposed To BF Bryan Tanaka With Super Romantic Song:...,No,no
train,9641,0,"Kristen Stewart and her GF crashed a wedding, but the bride had no idea who...",No,no
train,3608,1,"Miley Cyrus Really Opened Up About Living With Liam Hemsworth Two years ago,...",No,no
train,117,0,Taylor Swift's alleged stalker unfit to stand trial A man accused of stalking...,No,no
train,1163,0,Arie Luyendyk Jr and Lauren Burnham enjoy $25K Barcelona vacation He dumped...,No,no
train,964,0,"Another Fashion Week, Another Debut For Kaia Gerber Most people spend the...",No,no
train,3750,0,Prince William and Kate Middleton Reveal Their Royal Baby Boy's Name!...,No,no
train,1104,0,Jimmy Kimmel can't get over last year's Best Picture blunder in new Oscars...,No,no
train,514,1,Why Johnny Depp’s Rolling Stone Interview Shows He’s a PR Liability – Variety...,No,no
train,5413,0,How Southern Charm Unlikely Became One of the Most Feminist Shows on TV One -...,No,no
train,1160,1,Caitlyn Jenner Secretly Dropping $50k A Week On Girlfriend Sophia Hutchins...,No,no
train,8423,0,Kelly Clarkson's 3-Year-Old Daughter Swoons Over Gaston at Disneyla... Even...,No,no
train,3899,0,Jennifer Garner's 'Pretend Cooking Show' is making us pretty hungry Get the...,No,no
train,4562,0,Are Chloe Lukasiak & Maddie Ziegler Still Friends? The 'Dance Moms' Stars...,No,no
train,7953,0,"Kendall Jenner Calls Her Mom During an Anxiety Attack in a New ""Keeping Up...",No,no
train,3510,0,Definitive Proof That Charlize Theron’s Style Has Only Gotten Better with Age...,No,no
train,8834,0,How Katie Holmes Got Into the Best Shape of Her Life Actress Katie Holmes is...,No,no
train,2167,0,"Adam Levine Dances With Jennifer Lopez, Daughter Dusty and More Stars in...",No,no
train,9355,0,Joel Kinnaman Regrets Letting Will Smith Give Him a 'SKWAD' Tattoo 299 Shares...,No,no
train,9440,0,Jennifer Love Hewitt emerges for the first time since heartbreaking death of...,No,no
train,7744,0,Stephen Fry Reveals He Has 'Aggressive' Prostate Cancer Stephen Fry has had...,No,no
train,3981,0,Orlando Bloom Celebrates Birthday with Leonardo DiCaprio and Race Cars in...,No,no
train,7749,0,Beyonce's stunning pregnancy style Beyonce's stunning pregnancy style Beyoncé...,No,no
train,6669,0,Meghan Markle Loves This Timeless $175 Handbag I can't be the only one who...,No,no
train,3119,1,Adam Sandler cuts a relaxed figure as he hangs out with his family He is...,No,no
train,1545,0,"Lauren Tom Crew Lauren Tom Gender Female Date of birth August 4, 1961 Lauren...",No,no
train,1588,1,"Kate Hudson Denies Ever Dating Brad Pitt, Once and for All A few months after...",No,no
train,7062,0,Obama and family move from Bali to Java on Indonesia trip Advertisement...,No,no
train,5804,0,Gwyneth Paltrow Spent Thanksgiving with Ex-Husband Chris Martin and Dakota...,No,no
train,6939,0,Vili Fulaau claims he and ex-teacher are still in love Vili Fualaau has said...,No,no
train,6735,1,Hollywood's Expectant Moms: Inside Mindy Kaling's Private and Solo Journey to...,No,no
train,7651,0,Scott Disick Admits He Doesn't Have Any Father's Day Plans While Partying in...,No,no
train,887,0,"Gigi Hadid at Fashion Week Fall 2018 Gigi Hadid is always an RSVP ""yes"" to...",No,no
train,1612,0,Botched patient has her face repaired after dog attack Last year she was...,No,no
train,993,0,Selena Gomez's Puma campaign for California Exotic shoes is released Selena...,No,no
train,6596,1,Kim Kardashian and Nicole Kidman spotted with shocking bald patches FIRST Kim...,No,no
train,5559,0,The Bachelor's Lauren Bushnell splits with beau Devin Antin after a year of...,No,no
train,1790,0,Disneyland Has Its Own Exclusive Version of the Unicorn Frappuccino The...,No,no
train,4073,0,Tom Holland (actor) Not to be confused with Tom Hollander British actor and...,No,no
train,3139,0,MTV VMAs: Demi Lovato stuns in a VERY daring gown while Katy Perry and Heidi...,No,no
train,3116,0,"'The Client List' Canceled After 2 Seasons Well, it's not exactly a happy...",No,no
train,8786,1,"Angelina Jolie has a new man in her life, guess who? Brad Pitt and Angelina...",No,no
train,7350,0,Jennifer Aniston Joins Sandra Bullock and Bryan Randall for Dinner -- See the...,No,no
train,2296,0,How to Get Poop Out of Everything You've got baby or dog poop on your...,No,no
train,9977,0,"Tina Fey, Jimmy Fallon & Seth Meyers Return on SNL’s Weekend Update Former...",No,no
train,3006,0,"Jenna Dewan Jenna Lee Dewan (born December 3, 1980) is an American actress...",No,no
train,4563,1,Paris Jackson On Reports She Has Come Out As Bisexual: ‘Everyone Has Known...,No,no
train,7579,0,Ed Sheeran Is Engaged to Girlfriend Cherry Seaborn Ed Sheeran is engaged to...,No,no
train,4092,1,Caitlyn Jenner Seemingly Ices Khloe Kardashian in Mother’s Day Post It’s safe...,No,no
train,1235,1,‘The Voice’ poll results: ‘It would be a disaster’ if coaches Adam Levine or...,No,no
train,7260,0,Miley Cyrus Denies Pregnancy Rumors! The Pop Star Just Had A Good...,No,no
train,9016,1,Tristan Thompson reportedly cheated on Khloe Kardashian with a close family...,No,no
train,1604,1,Kesha Shows Support for Taylor Swift With Heartfelt Tweet: 'Truth Is Always...,No,no
train,828,1,Stats show women barely speak in the Oscars' Best Picture-winning films The...,No,no
train,8856,1,"Whether he wanted to or not, John McCain played an outsize role in Trump’s...",No,no
train,241,0,R. Kelly Tour Dates Canceled Amid Sex Cult Allegations TMZ Sports 12:28 PM PT...,No,no
train,1528,0,Scott Disick Kisses Yet Another Woman in Cannes -- See the Pic! Scott Disick...,No,no
train,3872,0,Han finds out Chewbacca’s age in new Solo: A Star Wars Story trailer There’s...,No,no
train,2724,0,Never Underestimate Serena Williams: How the Tennis Champ and Proud New Mom...,No,no
train,6658,0,"Carole Radziwill Blasts ""Angry and Unhappy"" Bethenny Frankel' After RHONY...",No,no
train,7956,0,"Jennifer Lopez Has Some Advice for Beyoncé About Raising Twins On February 1,...",No,no
train,7886,0,How Many Characters Does Neil Patrick Harris Play In 'A Series Of Unfortunate...,No,no
train,3502,0,"Bridget Marquardt Talks Holly Madison, Kendra Wilkinson Feud Is she Team...",No,no
train,6570,0,Tiffany Haddish Wore Her Favorite Alexander McQueen Dress to Present at the...,No,no
train,960,0,‘The Originals’: Alaric Photo — Season 4 Episode 8 First Look Two months...,No,no
train,2697,0,Patton Oswalt on Why He Remarried 18 Months After His Wife's Sudden Death...,No,no
train,6209,0,Beyonce Makes First Appearance Since Giving Birth Beyonce attended Rihanna’s...,No,no
train,35,0,"Serena Williams' Wedding Guests: How She Befriended Kim Kardashian, Colton...",No,no
train,6396,0,Jonathan Rhys Meyers cosies up to wife Mara Lane and son Wolf He's been...,No,no
train,4345,0,Kim Kardashian Tells 'Big Bully' Khloe to 'Shut the F**k Up' During Family...,No,no
train,7454,1,"For years, George Clooney claimed he didn’t want kids. Now he has twins....",No,no
train,4673,0,Russell Wilson Shuts Down Seattle Art Museum For Jaw-Dropping Date Night With...,No,no
train,6930,0,Jennifer Garner Allegedly Frustrated with Ben Affleck's Controversy Jennifer...,No,no
train,9105,0,"Donald Trump Jr. dresses as Donald Trump for Halloween Donald Trump, Jr.,...",No,no
train,7973,0,Look Inside Kaley Cuoco And Karl Cook’s Glam Ranch Wedding! Kaley Cuoco is...,No,no
train,2536,0,8 of the Biggest Revelations from Jada Pinkett Smith's Red Table Talk If...,No,no
train,3111,0,Britney Spears Impersonator and Aspiring Alien Pow Wow About Plastic Surgery...,No,no
train,4861,0,Marcus Mumford Net Worth Marcus Mumford net worth: Marcus Mumford is an...,No,no
train,3566,0,Inside The Royal Wedding Parties Vodka Fountains Dance Offs And George...,No,no
train,958,0,"Dunkin Donuts just dropped a new hot chocolate flavor for Halloween, but TBH...",No,no
train,9489,0,"Heads Up, Oscars 2018 Winners! Kelly Ripa Is Ready to Serve You Tequila...",No,no
train,8883,1,Robert Pattinson & Katy Perry Caught Making Out At LA Cafe: They’re ‘Totally...,No,no
train,998,0,"Royal wedding 2018: David Beckham, Victoria Beckham, attend STYLISH power...",No,no
train,5138,1,Anmer Hall Anmer Hall is a Georgian country house in the village of Anmer in...,No,no
train,936,1,The Queen ‘absolutely FUMING’ over fake Prince Philip death rumours The Queen...,No,no
train,821,0,Watch Camila Cabello Perform ‘Never Be the Same’ on ‘Ellen’ – Rolling Stone...,No,no
train,9571,0,"List of awards and nominations received by Tom Hanks Actor, director, and...",No,no
train,7811,0,Vanessa Hudgens Gets A Wardrobe Overhaul ...Made For Walking There's really...,No,no
train,8238,0,"The Bachelor, Season 22: Meet the 29 women vying for Arie Luyendyk Jr's heart...",No,no
train,8701,1,#TBT: See Photos of Paris Hilton and Kim Kardashian When They Were Friends...,No,no
train,2579,0,2017 CMT Artists of the Year Will Be a Night of Hope and Healing 2017 CMT...,No,no
train,931,0,Fifth Harmony Cuts Ties With Camila Cabello in Shady VMAs Stunt – Variety...,No,no
train,8320,0,The Good Place Recap: True North The Good Place Don’t Let the Good Life Pass...,No,no
train,1312,0,"UGG Women's Dawna Winter Boot These are gorgeous, high quality boots! The...",No,no
train,3044,0,Saturday Savings: Chantel Jeffries' Bralette Is All-Occasion and on Sale...,No,no
train,1122,0,Tyrese Gibson Jets Out of 'Toxic' LA as Child Abuse Investigation Is Dropped...,No,no
train,1113,0,"Hencha voigt gets cozy with astrid bavaresco's man on wags miami: ""revenge is...",No,no
train,3853,0,"Chris Blue Wins Season 12 of 'The Voice' Chris Blue has won Season 12 of ""The...",No,no
train,6615,0,'WrestleMania 33' Included John Cena Proposing to Nikki Bella John Cena...,No,no
train,1964,0,"ESPYS 2018: Russell Wilson, Jennifer Garner, Adam Rippon and More Set to...",No,no
train,9333,0,Dove Cameron Teases Big Changes in Disney Channel's Descendants 2 Zerchoo...,No,no
train,4033,0,The stunning transformation of Margot Robbie Robbie eventually landed an...,No,no
train,9485,0,"Lisa Bonet Speaks Out About Her TV Father, Bill Cosby – Claims “Sinister,...",No,no
